Ticker,Name,Sub_Industry_Orig,Sub_Industry,Industry,Industry_Group,Sector,Market_Cap
UK,Ucommune International Ltd,Real Estate Services,Real Estate Services,Real Estate Management & Development,Real Estate Management & Development,Real Estate,1.54M
UL,Unilever PLC,Household & Personal Products,Household Products,Household Products,Household & Personal Products,Consumer Staples,154.78B
ULBI,Ultralife Corporation,Electrical Equipment & Parts,Electrical Components & Equipment,Electrical Equipment,Capital Goods,Industrials,69.86M
ULCC,"Frontier Group Holdings, Inc.",Airlines,Passenger Airlines,Passenger Airlines,Transportation,Industrials,702.20M
ULH,"Universal Logistics Holdings, Inc.",Trucking,Trucking,Ground Transportation,Transportation,Industrials,674.12M
ULS,UL Solutions Inc.,Specialty Business Services,Semiconductor Materials & Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,11.01B
ULTA,"Ulta Beauty, Inc.",Specialty Retail,Other Specialty Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,15.84B
ULY,Urgent.ly Inc.,Software - Application,Application Software,Software,Software & Services,Information Technology,6.03M
UMAC,"Unusual Machines, Inc.",Shell Companies,Shell Companies,Shell Companies,Shell Companies,Shell Companies,85.24M
UMBF,UMB Financial Corporation,Banks - Regional,Regional Banks,Banks,Banks,Financials,6.62B
UMC,United Microelectronics Corporation,Semiconductors,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,17.40B
UMH,"UMH Properties, Inc.",REIT - Residential,Residential REITs,Health Care REITs,Equity Real Estate Investment Trusts,Real Estate,1.40B
UNB,"Union Bankshares, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,140.65M
UNCY,"Unicycive Therapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,71.83M
UNF,UniFirst Corporation,Specialty Business Services,Semiconductor Materials & Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,3.23B
UNFI,"United Natural Foods, Inc.",Food Distribution,Food Distributors,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,1.47B
UNH,UnitedHealth Group Incorporated,Healthcare Plans,Life & Health Insurance,Insurance,Insurance,Financials,535.15B
UNIT,Uniti Group Inc.,REIT - Specialty,Other Specialized REITs,Specialized REITs,Equity Real Estate Investment Trusts,Real Estate,1.11B
UNM,Unum Group,Insurance - Life,Life & Health Insurance,Insurance,Insurance,Financials,13.36B
UNP,Union Pacific Corporation,Railroads,Highways & Railtracks,Transportation Infrastructure,Transportation,Industrials,129.84B
UNTY,"Unity Bancorp, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,414.17M
UOKA,MDJM Ltd,Real Estate Services,Real Estate Services,Real Estate Management & Development,Real Estate Management & Development,Real Estate,2.34M
UONE,"Urban One, Inc.",Broadcasting,Broadcasting,Media,Media & Entertainment,Communication Services,28.38M
UONEK,"Urban One, Inc.",Broadcasting,Broadcasting,Media,Media & Entertainment,Communication Services,22.50M
UP,Wheels Up Experience Inc.,Airports & Air Services,Airport Services,Transportation Infrastructure,Transportation,Industrials,567.84M
UPB,"Upstream Bio, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,451.66M
UPBD,"Upbound Group, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,1.17B
UPC,Universe Pharmaceuticals INC,Drug Manufacturers - Specialty & Generic,Drug Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,1.39M
UPLD,"Upland Software, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,62.82M
UPS,"United Parcel Service, Inc.",Integrated Freight & Logistics,Air Freight & Logistics,Air Freight & Logistics,Transportation,Industrials,79.83B
UPST,"Upstart Holdings, Inc.",Credit Services,Specialized Finance,Financial Services,Financial Services,Financials,3.69B
UPWK,Upwork Inc.,Internet Content & Information,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,1.71B
UPXI,"Upexi, Inc.",Internet Content & Information,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,3.34M
URBN,"Urban Outfitters, Inc.",Apparel Retail,Apparel Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,4.42B
URG,Ur-Energy Inc.,Uranium,Electric Utilities,Electric Utilities,Utilities,Utilities,230.27M
URGN,UroGen Pharma Ltd.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,477.31M
URI,"United Rentals, Inc.",Rental & Leasing Services,Specialized Consumer Services,Diversified Consumer Services,Consumer Services,Consumer Discretionary,38.22B
UROY,Uranium Royalty Corp.,Uranium,Electric Utilities,Electric Utilities,Utilities,Utilities,220.46M
USAC,"USA Compression Partners, LP",Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy Equipment & Services,Energy,Energy,2.93B
USAR,"USA Rare Earth, Inc.",Other Industrial Metals & Mining,Diversified Metals & Mining,Metals & Mining,Materials,Materials,1.28B
USAS,Americas Gold and Silver Corporation,Other Industrial Metals & Mining,Diversified Metals & Mining,Metals & Mining,Materials,Materials,376.09M
USAU,U.S. Gold Corp.,Gold,Gold,Metals & Mining,Materials,Materials,129.86M
USB,U.S. Bancorp,Banks - Regional,Regional Banks,Banks,Banks,Financials,58.88B
USCB,"USCB Financial Holdings, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,340.50M
USEA,United Maritime Corporation,Marine Shipping,Marine Transportation,Marine Transportation,Transportation,Industrials,10.31M
USEG,U.S. Energy Corp.,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,37.88M
USFD,US Foods Holding Corp.,Food Distribution,Food Distributors,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,14.20B
USGO,U.S. GoldMining Inc.,Other Industrial Metals & Mining,Diversified Metals & Mining,Metals & Mining,Materials,Materials,134.72M
USIO,"Usio, Inc.",Software - Infrastructure,Internet Services & Infrastructure,IT Services,Software & Services,Information Technology,40.04M
USLM,"United States Lime & Minerals, Inc.",Building Materials,Construction Materials,Construction Materials,Materials,Materials,2.62B
USM,United States Cellular Corporation,Telecom Services,Integrated Telecommunication Services,Diversified Telecommunication Services,Telecommunication Services,Communication Services,5.70B
USNA,"USANA Health Sciences, Inc.",Packaged Foods,Packaged Foods & Meats,Food Products,"Food, Beverage & Tobacco",Consumer Staples,445.20M
USPH,"U.S. Physical Therapy, Inc.",Medical Care Facilities,Marine Transportation,Marine Transportation,Transportation,Industrials,1.04B
UTF,"Cohen & Steers Infrastructure Fund, Inc",Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,2.36B
UTHR,United Therapeutics Corporation,Drug Manufacturers - Specialty & Generic,Drug Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,12.81B
UTI,"Universal Technical Institute, Inc.",Education & Training Services,Education Services,Diversified Consumer Services,Consumer Services,Consumer Discretionary,1.51B
UTL,Unitil Corporation,Utilities - Diversified,Multi-Utilities,Multi-Utilities,Utilities,Utilities,940.65M
UTMD,"Utah Medical Products, Inc.",Medical Instruments & Supplies,Health Care Supplies,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,173.85M
UTSI,UTStarcom Holdings Corp.,Communication Equipment,Communications Equipment,Communications Equipment,Technology Hardware & Equipment,Information Technology,21.23M
UTZ,"Utz Brands, Inc.",Packaged Foods,Packaged Foods & Meats,Food Products,"Food, Beverage & Tobacco",Consumer Staples,1.92B
UUU,"Universal Security Instruments, Inc.",Security & Protection Services,Security & Alarm Services,Commercial Services & Supplies,Commercial  & Professional Services,Industrials,4.67M
UUUU,Energy Fuels Inc.,Uranium,Electric Utilities,Electric Utilities,Utilities,Utilities,867.07M
UVE,"Universal Insurance Holdings, Inc.",Insurance - Property & Casualty,Property & Casualty Insurance,Insurance,Insurance,Financials,643.82M
UVSP,Univest Financial Corporation,Banks - Regional,Regional Banks,Banks,Banks,Financials,775.21M
UVV,Universal Corporation,Tobacco,Tobacco,Tobacco,"Food, Beverage & Tobacco",Consumer Staples,1.26B
UWMC,UWM Holdings Corporation,Mortgage Finance,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Banks,Financials,7.27B
UXIN,Uxin Limited,Auto & Truck Dealerships,Automotive Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,768.70M
UYSC,UY Scuti Acquisition Corp.,Shell Companies,Shell Companies,Shell Companies,Shell Companies,Shell Companies,52.64M
V,Visa Inc.,Credit Services,Specialized Finance,Financial Services,Financial Services,Financials,647.40B
VABK,Virginia National Bankshares Corporation,Banks - Regional,Regional Banks,Banks,Banks,Financials,187.75M
VAC,Marriott Vacations Worldwide Corporation,Resorts & Casinos,Casinos & Gaming,"Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,1.82B
VACH,Voyager Acquisition Corp.,Shell Companies,Shell Companies,Shell Companies,Shell Companies,Shell Companies,322.89M
VAL,Valaris Limited,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy Equipment & Services,Energy,Energy,2.14B
VALE,Vale S.A.,Other Industrial Metals & Mining,Diversified Metals & Mining,Metals & Mining,Materials,Materials,39.04B
VALN,Valneva SE,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,553.87M
VALU,"Value Line, Inc.",Financial Data & Stock Exchanges,Financial Exchanges & Data,Capital Markets,Financial Services,Financials,373.72M
VANI,"Vivani Medical, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,61.02M
VATE,INNOVATE Corp.,Engineering & Construction,Construction & Engineering,Construction & Engineering,Capital Goods,Industrials,79.17M
VBNK,VersaBank,Banks - Regional,Regional Banks,Banks,Banks,Financials,315.81M
VBTX,"Veritex Holdings, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,1.17B
VC,Visteon Corporation,Auto Parts,Automotive Parts & Equipment,Automobile Components,Automobiles & Components,Consumer Discretionary,1.92B
VCEL,Vericel Corporation,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,2.04B
VCIC,Vine Hill Capital Investment Corp.,Shell Companies,Shell Companies,Shell Companies,Shell Companies,Shell Companies,299.20M
VCIG,VCI Global Limited,Consulting Services,Research & Consulting Services,Professional Services,Commercial  & Professional Services,Industrials,7.62M
VCSA,"Vacasa, Inc.",Travel Services,"Hotels, Resorts & Cruise Lines","Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,121.10M
VCTR,"Victory Capital Holdings, Inc.",Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,3.74B
VCYT,"Veracyte, Inc.",Diagnostics & Research,Health Care Equipment,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,2.46B
VECO,Veeco Instruments Inc.,Semiconductor Equipment & Materials,Semiconductor Materials & Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,1.06B
VEEA,Veea Inc.,Information Technology Services,IT Consulting & Other Services,IT Services,Software & Services,Information Technology,56.74M
VEEE,Twin Vee Powercats Co.,Recreational Vehicles,Automobile Manufacturers,Automobiles,Automobiles & Components,Consumer Discretionary,3.94M
VEEV,Veeva Systems Inc.,Health Information Services,Health Care Services,Health Care Providers & Services,Health Care Equipment & Services,Health Care,35.80B
VEL,"Velocity Financial, Inc.",Mortgage Finance,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Banks,Financials,593.91M
VENU,Venu Holding Corporation,Restaurants,Restaurants,"Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,314.71M
VEON,VEON Ltd.,Telecom Services,Integrated Telecommunication Services,Diversified Telecommunication Services,Telecommunication Services,Communication Services,3.00B
VERA,"Vera Therapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,1.35B
VERB,"Verb Technology Company, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,4.88M
VERI,"Veritone, Inc.",Software - Infrastructure,Internet Services & Infrastructure,IT Services,Software & Services,Information Technology,95.05M
VERO,Venus Concept Inc.,Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,3.48M
VERU,Veru Inc.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,77.07M
VERV,"Verve Therapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,400.47M
VERX,"Vertex, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,6.16B
VET,Vermilion Energy Inc.,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,946.97M
VFC,V.F. Corporation,Apparel Manufacturing,"Apparel, Accessories & Luxury Goods","Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,Consumer Discretionary,4.02B
VFF,"Village Farms International, Inc.",Farm Products,Agricultural Products & Services,Food Products,"Food, Beverage & Tobacco",Consumer Staples,68.38M
VFS,VinFast Auto Ltd.,Auto Manufacturers,Automobile Manufacturers,Automobiles,Automobiles & Components,Consumer Discretionary,7.34B
VG,"Venture Global, Inc.",Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,21.63B
VGAS,"Verde Clean Fuels, Inc.",Utilities - Renewable,Renewable Electricity ,Independent Power and Renewable Electricity Producers,Utilities,Utilities,152.36M
VGZ,Vista Gold Corp.,Gold,Gold,Metals & Mining,Materials,Materials,100.21M
VHC,VirnetX Holding Corporation,Software - Infrastructure,Internet Services & Infrastructure,IT Services,Software & Services,Information Technology,36.07M
VHI,"Valhi, Inc.",Chemicals,Commodity Chemicals,Chemicals,Materials,Materials,445.64M
VIAV,Viavi Solutions Inc.,Communication Equipment,Communications Equipment,Communications Equipment,Technology Hardware & Equipment,Information Technology,2.20B
VICI,VICI Properties Inc.,REIT - Diversified,Diversified REITs,Diversified REITs,Equity Real Estate Investment Trusts,Real Estate,33.87B
VICR,Vicor Corporation,Electronic Components,Electronic Components,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,Information Technology,2.10B
VIGL,"Vigil Neuroscience, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,70.94M
VIK,Viking Holdings Ltd,Travel Services,"Hotels, Resorts & Cruise Lines","Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,17.80B
VINC,"Vincerx Pharma, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,1.44M
VINP,Vinci Partners Investments Ltd.,Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,598.19M
VIOT,"Viomi Technology Co., Ltd","Furnishings, Fixtures & Appliances",Homefurnishing Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,92.76M
VIPS,Vipshop Holdings Limited,Internet Retail,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,6.41B
VIR,"Vir Biotechnology, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,744.69M
VIRC,Virco Mfg. Corporation,"Furnishings, Fixtures & Appliances",Homefurnishing Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,165.05M
VIRT,"Virtu Financial, Inc.",Capital Markets,Diversified Capital Markets,Capital Markets,Financial Services,Financials,5.86B
VIST,"Vista Energy, S.A.B. de C.V.",Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,4.00B
VITL,"Vital Farms, Inc.",Farm Products,Agricultural Products & Services,Food Products,"Food, Beverage & Tobacco",Consumer Staples,1.46B
VIV,Telefônica Brasil S.A.,Telecom Services,Integrated Telecommunication Services,Diversified Telecommunication Services,Telecommunication Services,Communication Services,14.08B
VIVK,"Vivakor, Inc.",Oil & Gas Integrated,Integrated Oil & Gas,"Oil, Gas & Consumable Fuels",Energy,Energy,32.57M
VKTX,"Viking Therapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,2.65B
VLCN,"Volcon, Inc.",Auto Manufacturers,Automobile Manufacturers,Automobiles,Automobiles & Components,Consumer Discretionary,3.27M
VLGEA,"Village Super Market, Inc.",Grocery Stores,Consumer Staples Merchandise Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,521.89M
VLN,Valens Semiconductor Ltd.,Semiconductors,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,237.34M
VLO,Valero Energy Corporation,Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,"Oil, Gas & Consumable Fuels",Energy,Energy,33.73B
VLRS,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",Airlines,Passenger Airlines,Passenger Airlines,Transportation,Industrials,527.03M
VLTO,Veralto Corporation,Pollution & Treatment Controls,Diversified Support Services,Commercial Services & Supplies,Commercial  & Professional Services,Industrials,22.15B
VLY,Valley National Bancorp,Banks - Regional,Regional Banks,Banks,Banks,Financials,4.60B
VMAR,Vision Marine Technologies Inc.,Recreational Vehicles,Automobile Manufacturers,Automobiles,Automobiles & Components,Consumer Discretionary,7.29M
VMC,Vulcan Materials Company,Building Materials,Construction Materials,Construction Materials,Materials,Materials,31.78B
VMD,"Viemed Healthcare, Inc.",Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,260.45M
VMEO,"Vimeo, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,778.92M
VMI,"Valmont Industries, Inc.",Conglomerates,Industrial Conglomerates,Industrial Conglomerates,Capital Goods,Industrials,5.63B
VNCE,Vince Holding Corp.,Apparel Manufacturing,"Apparel, Accessories & Luxury Goods","Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,Consumer Discretionary,19.48M
VNDA,Vanda Pharmaceuticals Inc.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,254.84M
VNET,"VNET Group, Inc.",Information Technology Services,IT Consulting & Other Services,IT Services,Software & Services,Information Technology,1.27B
VNO,Vornado Realty Trust,REIT - Office,Office REITs,Office REITs,Equity Real Estate Investment Trusts,Real Estate,7.10B
VNOM,"Viper Energy, Inc.",Oil & Gas Midstream,Oil & Gas Storage & Transportation,"Oil, Gas & Consumable Fuels",Energy,Energy,8.58B
VNRX,VolitionRx Limited,Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,49.15M
VNT,Vontier Corporation,Scientific & Technical Instruments,Life Sciences Tools & Services,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,4.47B
VOC,VOC Energy Trust,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,47.60M
VOD,Vodafone Group Public Limited Company,Telecom Services,Integrated Telecommunication Services,Diversified Telecommunication Services,Telecommunication Services,Communication Services,23.20B
VOR,Vor Biopharma Inc.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,80.14M
VOXR,Vox Royalty Corp.,Other Precious Metals & Mining,Precious Metals & Minerals,Metals & Mining,Materials,Materials,150.29M
VOYA,"Voya Financial, Inc.",Financial Conglomerates,Diversified Financial Services,Financial Services,Financial Services,Financials,5.40B
VPG,"Vishay Precision Group, Inc.",Scientific & Technical Instruments,Life Sciences Tools & Services,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,269.72M
VRA,"Vera Bradley, Inc.",Footwear & Accessories,Footwear,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,Consumer Discretionary,50.00M
VRAR,"The Glimpse Group, Inc.",Software - Infrastructure,Internet Services & Infrastructure,IT Services,Software & Services,Information Technology,22.10M
VRAX,Virax Biolabs Group Limited,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,4.47M
VRCA,Verrica Pharmaceuticals Inc.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,43.56M
VRDN,"Viridian Therapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,1.03B
VRE,"Veris Residential, Inc.",REIT - Residential,Residential REITs,Health Care REITs,Equity Real Estate Investment Trusts,Real Estate,1.55B
VREX,Varex Imaging Corporation,Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,295.42M
VRME,"VerifyMe, Inc.",Security & Protection Services,Security & Alarm Services,Commercial Services & Supplies,Commercial  & Professional Services,Industrials,7.56M
VRN,Veren Inc.,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,3.51B
VRNA,Verona Pharma plc,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,4.96B
VRNS,"Varonis Systems, Inc.",Software - Infrastructure,Internet Services & Infrastructure,IT Services,Software & Services,Information Technology,4.60B
VRNT,Verint Systems Inc.,Software - Infrastructure,Internet Services & Infrastructure,IT Services,Software & Services,Information Technology,992.35M
VRRM,Verra Mobility Corporation,Information Technology Services,IT Consulting & Other Services,IT Services,Software & Services,Information Technology,3.42B
VRSK,"Verisk Analytics, Inc.",Consulting Services,Research & Consulting Services,Professional Services,Commercial  & Professional Services,Industrials,41.01B
VRSN,"VeriSign, Inc.",Software - Infrastructure,Internet Services & Infrastructure,IT Services,Software & Services,Information Technology,23.26B
VRT,Vertiv Holdings Co,Electrical Equipment & Parts,Electrical Components & Equipment,Electrical Equipment,Capital Goods,Industrials,27.29B
VRTS,"Virtus Investment Partners, Inc.",Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,1.03B
VRTX,Vertex Pharmaceuticals Incorporated,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,124.85B
VS,Versus Systems Inc.,Software - Application,Application Software,Software,Software & Services,Information Technology,10.00M
VSA,TCTM Kids IT Education Inc.,Education & Training Services,Education Services,Diversified Consumer Services,Consumer Services,Consumer Discretionary,4.49M
VSAT,"Viasat, Inc.",Communication Equipment,Communications Equipment,Communications Equipment,Technology Hardware & Equipment,Information Technology,1.06B
VSCO,Victoria's Secret & Co.,Apparel Retail,Apparel Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,1.23B
VSEC,VSE Corporation,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense,Capital Goods,Industrials,2.27B
VSEE,"VSee Health, Inc.",Health Information Services,Health Care Services,Health Care Providers & Services,Health Care Equipment & Services,Health Care,18.48M
VSH,"Vishay Intertechnology, Inc.",Semiconductors,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,1.47B
VSME,VS MEDIA Holdings Limited,Advertising Agencies,Advertising,Media,Media & Entertainment,Communication Services,7.68M
VST,Vistra Corp.,Utilities - Independent Power Producers,Independent Power Producers & Energy Traders,Independent Power and Renewable Electricity Producers,Utilities,Utilities,39.27B
VSTA,Vasta Platform Limited,Education & Training Services,Education Services,Diversified Consumer Services,Consumer Services,Consumer Discretionary,384.82M
VSTE,Vast Renewables Limited,Solar,Semiconductor Materials & Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,10.09M
VSTM,"Verastem, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,255.65M
VSTS,Vestis Corporation,Rental & Leasing Services,Specialized Consumer Services,Diversified Consumer Services,Consumer Services,Consumer Discretionary,984.14M
VTAK,"Catheter Precision, Inc.",Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,3.10M
VTEX,VTEX,Software - Application,Application Software,Software,Software & Services,Information Technology,892.34M
VTGN,"Vistagen Therapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,57.15M
VTLE,"Vital Energy, Inc.",Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,527.12M
VTMX,"Corporación Inmobiliaria Vesta, S.A.B. de C.V.",Real Estate - Development,Real Estate Development,Real Estate Management & Development,Real Estate Management & Development,Real Estate,1.91B
VTOL,Bristow Group Inc.,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy Equipment & Services,Energy,Energy,810.86M
VTR,"Ventas, Inc.",REIT - Healthcare Facilities,Health Care REITs,Health Care REITs,Equity Real Estate Investment Trusts,Real Estate,29.86B
VTRS,Viatris Inc.,Drug Manufacturers - Specialty & Generic,Drug Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,8.82B
VTS,"Vitesse Energy, Inc.",Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,795.49M
VTSI,"VirTra, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,43.52M
VTVT,vTv Therapeutics Inc.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,60.54M
VTYX,"Ventyx Biosciences, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,75.04M
VUZI,Vuzix Corporation,Consumer Electronics,Consumer Electronics,Household Durables,Consumer Durables & Apparel,Consumer Discretionary,123.51M
VVOS,"Vivos Therapeutics, Inc.",Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,12.07M
VVPR,VivoPower International PLC,Solar,Semiconductor Materials & Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,11.63M
VVV,Valvoline Inc.,Auto & Truck Dealerships,Automotive Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,4.29B
VVX,"V2X, Inc.",Aerospace & Defense,Aerospace & Defense,Aerospace & Defense,Capital Goods,Industrials,1.54B
VXRT,"Vaxart, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,79.53M
VYGR,"Voyager Therapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,172.80M
VYNE,VYNE Therapeutics Inc.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,26.77M
VYX,NCR Voyix Corporation,Information Technology Services,IT Consulting & Other Services,IT Services,Software & Services,Information Technology,1.09B
VZ,Verizon Communications Inc.,Telecom Services,Integrated Telecommunication Services,Diversified Telecommunication Services,Telecommunication Services,Communication Services,183.63B
VZLA,Vizsla Silver Corp.,Other Industrial Metals & Mining,Diversified Metals & Mining,Metals & Mining,Materials,Materials,640.62M
W,Wayfair Inc.,Internet Retail,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,3.19B
